hsa-let-7a,Amyotrophic Lateral Sclerosis,0
hsa-let-7a,Asthma,0
hsa-let-7a,Brain Neoplasms,0
hsa-let-7a,Breast Neoplasms,1
hsa-let-7a,"Carcinoma, Hepatocellular",1
hsa-let-7a,"Carcinoma, Non-Small-Cell Lung",0
hsa-let-7a,"Carcinoma, Squamous Cell",0
hsa-let-7a,Colorectal Neoplasms,0
hsa-let-7a,"Dermatitis, Atopic",0
hsa-let-7a,Diabetes Mellitus,0
hsa-let-7a,"Diabetes Mellitus, Type 2",1
hsa-let-7a,Diabetic Retinopathy,0
hsa-let-7a,Esophageal Neoplasms,0
hsa-let-7a,Gallbladder Neoplasms,0
hsa-let-7a,Glioblastoma,0
hsa-let-7a,Head and Neck Neoplasms,0
hsa-let-7a,Heart Diseases,0
hsa-let-7a,Hirschsprung Disease,0
hsa-let-7a,"Kidney Failure, Chronic",0
hsa-let-7a,Liver Neoplasms,0
hsa-let-7a,Lung Neoplasms,0
hsa-let-7a,Lupus Nephritis,0
hsa-let-7a,Macular Degeneration,0
hsa-let-7a,Melanoma,1
hsa-let-7a,Multiple Sclerosis,0
hsa-let-7a,Neoplasms,1
hsa-let-7a,Osteosarcoma,1
hsa-let-7a,Ovarian Neoplasms,0
hsa-let-7a,Pancreatic Neoplasms,0
hsa-let-7a,Parkinson Disease,0
hsa-let-7a,Periodontitis,0
hsa-let-7a,Pituitary Neoplasms,0
hsa-let-7a,Prostatic Neoplasms,1
hsa-let-7a,Psoriasis,0
hsa-let-7a,"Pulmonary Disease, Chronic Obstructive",0
hsa-let-7a,"Sarcoma, Kaposi",0
hsa-let-7a,Stomach Neoplasms,0
hsa-let-7a,Thyroid Neoplasms,0
hsa-let-7a,Triple Negative Breast Neoplasms,0
hsa-let-7a,Uterine Cervical Neoplasms,0
hsa-let-7a-1,Adrenocortical Carcinoma,0
hsa-let-7a-1,Barrett Esophagus,0
hsa-let-7a-1,Breast Neoplasms,1
hsa-let-7a-1,"Carcinoma, Hepatocellular",0
hsa-let-7a-1,"Carcinoma, Non-Small-Cell Lung",0
hsa-let-7a-1,"Carcinoma, Renal Cell",0
hsa-let-7a-1,Cholesteatoma,0
hsa-let-7a-1,Endometriosis,0
hsa-let-7a-1,Esophageal Neoplasms,1
hsa-let-7a-1,Glioblastoma,0
hsa-let-7a-1,Head and Neck Neoplasms,0
hsa-let-7a-1,Heart Diseases,0
hsa-let-7a-1,Hodgkin Disease,0
hsa-let-7a-1,Inflammation,1
hsa-let-7a-1,Melanoma,1
hsa-let-7a-1,Myelodysplastic Syndromes,0
hsa-let-7a-1,Nasopharyngeal Neoplasms,0
hsa-let-7a-1,Ovarian Neoplasms,0
hsa-let-7a-1,Pancreatic Neoplasms,0
hsa-let-7a-1,Periodontitis,0
hsa-let-7a-1,Pituitary Neoplasms,0
hsa-let-7a-1,Prostatic Neoplasms,1
hsa-let-7a-1,"Sarcoma, Kaposi",0
hsa-let-7a-1,Spinal Cord Injuries,0
hsa-let-7a-1,Stomach Neoplasms,0
hsa-let-7a-2,Adrenocortical Carcinoma,0
hsa-let-7a-2,Barrett Esophagus,0
hsa-let-7a-2,Breast Neoplasms,1
hsa-let-7a-2,"Carcinoma, Hepatocellular",0
hsa-let-7a-2,"Carcinoma, Non-Small-Cell Lung",0
hsa-let-7a-2,"Carcinoma, Renal Cell",0
hsa-let-7a-2,Cholesteatoma,0
hsa-let-7a-2,Colonic Neoplasms,1
hsa-let-7a-2,Endometriosis,0
hsa-let-7a-2,Gastrointestinal Neoplasms,1
hsa-let-7a-2,Glioblastoma,0
hsa-let-7a-2,Head and Neck Neoplasms,0
hsa-let-7a-2,Heart Diseases,0
hsa-let-7a-2,Hodgkin Disease,0
hsa-let-7a-2,Hypertrophy,1
hsa-let-7a-2,Inflammation,1
hsa-let-7a-2,Lung Neoplasms,1
hsa-let-7a-2,Myelodysplastic Syndromes,0
hsa-let-7a-2,Nasopharyngeal Neoplasms,0
hsa-let-7a-2,Neoplasms,1
hsa-let-7a-2,Ovarian Neoplasms,0
hsa-let-7a-2,Pancreatic Neoplasms,0
hsa-let-7a-2,Periodontitis,0
hsa-let-7a-2,Pituitary Neoplasms,0
hsa-let-7a-2,"Sarcoma, Kaposi",0
hsa-let-7a-2,Spinal Cord Injuries,0
hsa-let-7a-2,Stomach Neoplasms,0
hsa-let-7a-3,Adrenocortical Carcinoma,0
hsa-let-7a-3,Barrett Esophagus,0
hsa-let-7a-3,Breast Neoplasms,1
hsa-let-7a-3,"Carcinoma, Hepatocellular",0
hsa-let-7a-3,"Carcinoma, Non-Small-Cell Lung",0
hsa-let-7a-3,"Carcinoma, Pancreatic Ductal",0
hsa-let-7a-3,"Carcinoma, Renal Cell",0
hsa-let-7a-3,Cholesteatoma,0
hsa-let-7a-3,Colonic Neoplasms,1
hsa-let-7a-3,Colorectal Neoplasms,1
hsa-let-7a-3,Endometrial Neoplasms,1
hsa-let-7a-3,Endometriosis,0
hsa-let-7a-3,Glioblastoma,0
hsa-let-7a-3,Head and Neck Neoplasms,0
hsa-let-7a-3,Hodgkin Disease,0
hsa-let-7a-3,"Leukemia, Myeloid, Acute",0
hsa-let-7a-3,"Leukemia, Promyelocytic, Acute",0
hsa-let-7a-3,Lung Neoplasms,1
hsa-let-7a-3,Melanoma,1
hsa-let-7a-3,Myelodysplastic Syndromes,0
hsa-let-7a-3,Nasopharyngeal Neoplasms,0
hsa-let-7a-3,Ovarian Neoplasms,0
hsa-let-7a-3,Pancreatic Neoplasms,0
hsa-let-7a-3,Periodontitis,0
hsa-let-7a-3,Pituitary Neoplasms,0
hsa-let-7a-3,"Sarcoma, Ewing",1
hsa-let-7a-3,"Sarcoma, Kaposi",0
hsa-let-7a-3,Spinal Cord Injuries,0
hsa-let-7a-3,Stomach Neoplasms,0
hsa-let-7b,Adrenocortical Carcinoma,0
hsa-let-7b,Amyotrophic Lateral Sclerosis,0
hsa-let-7b,Atherosclerosis,0
hsa-let-7b,Breast Neoplasms,0
hsa-let-7b,"Carcinoma, Non-Small-Cell Lung",0
hsa-let-7b,"Carcinoma, Renal Cell",0
hsa-let-7b,Chemical and Drug Induced Liver Injury,0
hsa-let-7b,Crohn Disease,0
hsa-let-7b,Endometrial Neoplasms,1
hsa-let-7b,Endometriosis,0
hsa-let-7b,Epilepsy,0
hsa-let-7b,Esophageal Neoplasms,0
hsa-let-7b,Graves Disease,0
hsa-let-7b,Head and Neck Neoplasms,0
hsa-let-7b,Heart Diseases,0
hsa-let-7b,Hypertension,0
hsa-let-7b,"Hypertension, Pulmonary",0
hsa-let-7b,Hypertrophy,1
hsa-let-7b,Infertility,0
hsa-let-7b,Inflammation,1
hsa-let-7b,Leukemia,0
hsa-let-7b,"Leukemia, Myeloid, Acute",0
hsa-let-7b,Liver Neoplasms,0
hsa-let-7b,Lung Neoplasms,1
hsa-let-7b,Macular Degeneration,0
hsa-let-7b,Melanoma,1
hsa-let-7b,Multiple Myeloma,0
hsa-let-7b,Myelodysplastic Syndromes,0
hsa-let-7b,Myocardial Infarction,0
hsa-let-7b,Myocardial Reperfusion Injury,1
hsa-let-7b,Nasopharyngeal Neoplasms,0
hsa-let-7b,Neoplasms,1
hsa-let-7b,Nervous System Diseases,0
hsa-let-7b,Neurodegenerative Diseases,0
hsa-let-7b,Obesity,0
hsa-let-7b,Ovarian Neoplasms,0
hsa-let-7b,Pancreatic Neoplasms,0
hsa-let-7b,Periodontitis,0
hsa-let-7b,Pituitary Neoplasms,0
hsa-let-7b,Precursor Cell Lymphoblastic Leukemia-Lymphoma,0
hsa-let-7b,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,1
hsa-let-7b,Pre-Eclampsia,0
hsa-let-7b,Prostatic Neoplasms,0
hsa-let-7b,Retinoblastoma,0
